gateway,window_id,window_label,scale,repeat,selected_trace_rows,duration_s,success,success_rate,abd,abd_total,cascade_failed,cascade_rate,all_rejected,step0_rejected,effective_goodput_s,p50_ms,p95_ms,client_rc,client_timed_out,error,backend_mode,source_trace_sha256
static,peak_burst,peak-burst,1.5,1,24,4.69,22,91.667,4.348,4.348,1,4.167,1,1,47.762031,156.068,806.668,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.5,2,24,5.987,24,100.0,0.0,0.0,0,0.0,0,0,40.422171,155.667,807.699,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.5,3,24,4.834,23,95.833,0.0,0.0,0,0.0,1,1,43.653005,155.664,806.322,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,1,24,4.511,23,95.833,0.0,0.0,0,0.0,1,1,52.315023,154.981,805.709,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,2,24,4.679,23,95.833,0.0,0.0,0,0.0,1,1,45.948707,154.806,806.315,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,3,24,4.353,24,100.0,0.0,0.0,0,0.0,0,0,51.462784,156.133,807.137,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,1,24,16.792,24,100.0,0.0,0.0,0,0.0,0,0,11.851026,155.728,806.98,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,2,24,17.226,24,100.0,0.0,0.0,0,0.0,0,0,12.24859,155.77,806.297,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,3,24,17.687,24,100.0,0.0,0.0,0,0.0,0,0,12.212191,156.464,806.78,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,1,24,14.182,24,100.0,0.0,0.0,0,0.0,0,0,18.545257,156.36,807.374,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,2,24,14.809,23,95.833,0.0,0.0,0,0.0,1,1,18.771742,156.373,807.045,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,3,24,14.514,24,100.0,0.0,0.0,0,0.0,0,0,18.258192,156.839,806.673,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,1,24,11.684,23,95.833,0.0,0.0,0,0.0,1,1,19.769959,155.787,806.701,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,2,24,13.08,24,100.0,0.0,0.0,0,0.0,0,0,19.724623,156.1,807.151,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,3,24,12.171,24,100.0,0.0,0.0,0,0.0,0,0,23.826893,156.465,807.274,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,1,24,9.599,24,100.0,0.0,0.0,0,0.0,0,0,24.481834,156.142,806.981,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,2,24,9.381,24,100.0,0.0,0.0,0,0.0,0,0,30.168245,156.226,807.796,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,3,24,7.186,24,100.0,0.0,0.0,0,0.0,0,0,23.100841,155.32,808.348,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,1,24,5.945,24,100.0,0.0,0.0,0,0.0,0,0,35.830531,155.788,806.967,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,2,24,6.709,24,100.0,0.0,0.0,0,0.0,0,0,35.921455,155.208,806.184,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,3,24,7.639,24,100.0,0.0,0.0,0,0.0,0,0,38.615165,155.915,807.344,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,1,24,4.585,24,100.0,0.0,0.0,0,0.0,0,0,43.841248,155.555,806.531,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,2,24,6.06,24,100.0,0.0,0.0,0,0.0,0,0,38.943657,155.944,807.082,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,3,24,6.329,24,100.0,0.0,0.0,0,0.0,0,0,40.608365,155.872,806.6,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,1,24,4.995,24,100.0,0.0,0.0,0,0.0,0,0,47.445963,156.198,811.611,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,2,24,2.616,10,41.667,9.091,9.091,1,4.167,13,13,36.698071,19.562,807.742,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,3,24,1.635,4,16.667,0.0,0.0,0,0.0,20,20,20.188361,4.202,805.217,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,1,24,2.745,5,20.833,16.667,16.667,1,4.167,18,18,19.305088,4.416,806.172,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,2,24,3.057,7,29.167,0.0,0.0,0,0.0,17,17,19.62864,17.622,806.284,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,3,24,2.582,3,12.5,0.0,0.0,0,0.0,21,21,15.493279,4.389,804.151,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,1,24,1.617,5,20.833,0.0,0.0,0,0.0,19,19,18.547247,2.841,804.852,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,2,24,2.6,5,20.833,0.0,0.0,0,0.0,19,19,21.153438,4.398,805.753,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,3,24,1.626,1,4.167,0.0,0.0,0,0.0,23,23,6.766724,2.972,805.126,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,1,24,18.516,23,95.833,0.0,0.0,0,0.0,1,1,13.015754,156.491,807.983,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,2,24,19.006,24,100.0,0.0,0.0,0,0.0,0,0,12.048948,156.071,807.583,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,3,24,17.874,24,100.0,0.0,0.0,0,0.0,0,0,13.539452,155.969,806.67,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,1,24,14.007,24,100.0,0.0,0.0,0,0.0,0,0,16.063176,155.546,806.383,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,2,24,13.871,24,100.0,0.0,0.0,0,0.0,0,0,18.095206,155.959,806.964,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,3,24,15.121,24,100.0,0.0,0.0,0,0.0,0,0,16.798274,154.47,807.147,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,1,24,12.333,24,100.0,0.0,0.0,0,0.0,0,0,20.513591,156.199,807.414,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,2,24,11.388,24,100.0,0.0,0.0,0,0.0,0,0,22.39209,156.026,806.221,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,3,24,13.142,24,100.0,0.0,0.0,0,0.0,0,0,18.565949,156.003,806.627,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,1,24,8.787,24,100.0,0.0,0.0,0,0.0,0,0,30.385864,156.137,807.133,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,2,24,9.086,24,100.0,0.0,0.0,0,0.0,0,0,29.056087,156.485,811.717,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,3,24,8.641,24,100.0,0.0,0.0,0,0.0,0,0,32.056629,156.364,809.662,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,1,24,8.634,24,100.0,0.0,0.0,0,0.0,0,0,28.609126,157.057,807.025,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,2,24,8.219,24,100.0,0.0,0.0,0,0.0,0,0,26.03603,155.152,806.477,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,3,24,7.158,24,100.0,0.0,0.0,0,0.0,0,0,34.368557,155.289,806.347,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,1,24,6.029,24,100.0,0.0,0.0,0,0.0,0,0,43.289381,156.326,806.62,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,2,24,6.039,24,100.0,0.0,0.0,0,0.0,0,0,44.044836,155.852,806.948,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,3,24,5.386,24,100.0,0.0,0.0,0,0.0,0,0,35.830455,155.729,808.267,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,1,24,4.998,24,100.0,0.0,0.0,0,0.0,0,0,47.221932,156.125,807.881,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,2,24,5.654,24,100.0,0.0,0.0,0,0.0,0,0,46.693558,156.464,807.451,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,3,24,6.298,24,100.0,0.0,0.0,0,0.0,0,0,41.915531,156.226,807.114,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,1,24,4.178,24,100.0,0.0,0.0,0,0.0,0,0,51.459944,155.009,806.657,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,2,24,4.849,23,95.833,0.0,0.0,0,0.0,1,1,40.216933,156.208,807.286,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,3,24,5.171,23,95.833,0.0,0.0,0,0.0,1,1,48.922326,156.072,812.945,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,1,24,3.579,22,91.667,0.0,0.0,0,0.0,2,2,53.922294,155.203,807.009,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,2,24,6.442,24,100.0,0.0,0.0,0,0.0,0,0,40.824678,155.828,807.022,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,3,24,4.8,23,95.833,0.0,0.0,0,0.0,1,1,42.914894,155.979,807.009,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,1,24,17.446,9,37.5,52.632,52.632,10,41.667,5,5,6.190494,8.692,808.856,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,2,24,21.007,6,25.0,68.421,68.421,13,54.167,5,5,2.284908,154.255,1442.813,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,3,24,31.03,0,0.0,0.0,0.0,0,0.0,24,24,0.0,6002.595,6006.624,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,1,24,21.992,11,45.833,26.667,26.667,4,16.667,9,9,4.910861,646.354,6002.894,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,2,24,11.44,10,41.667,50.0,50.0,10,41.667,4,4,7.168078,156.705,817.916,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,3,24,23.543,9,37.5,30.769,30.769,4,16.667,11,11,3.865291,805.774,6008.853,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,1,24,19.014,8,33.333,27.273,27.273,3,12.5,13,13,3.471217,157.117,6003.017,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,2,24,12.991,17,70.833,26.087,26.087,6,25.0,1,1,14.010231,156.217,1140.758,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,3,24,20.396,8,33.333,33.333,33.333,4,16.667,12,12,3.873295,804.461,6005.875,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.0,1,24,7.992,14,58.333,36.364,36.364,8,33.333,2,2,20.019272,155.628,807.245,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
